quercus.sp	agrilus.sp	interaction	min.dist.mean	min.dist.mean.norm	min.dist.mean.log	min.dist.median	min.dist.median.norm	min.dist.median.log
Q. arbutifolia	A. acutipennis	0	17148.8392148643	1	0.962925229314908	17170.9979462732	1	0.961780999889964
Q. arbutifolia	A. albocomus	0	20551.3272222033	1	0.996273052532188	20556.6615195384	1	0.996011519665674
Q. arbutifolia	A. angelicus	0	20017.1077388646	1	0.991420306429664	20041.6591865735	1	0.991185553781544
Q. arbutifolia	A. angustulus	0	1176.45849595505	1	0.469261293189144	1193.67321511629	1	0.45466209920317
Q. arbutifolia	A. arcuatus	0	1817.65505447792	1	0.549410824841835	1828.38705040297	1	0.535761644833563
Q. arbutifolia	A. asiaticus	0	133.314605579181	0.971405955358194	0.0681738282391628	135.124059995866	0.974053078748081	0.0403972111494426
Q. arbutifolia	A. atricornis	0	10751.593246561	1	0.876904729792932	10761.2058748212	1	0.872901720525133
Q. arbutifolia	A. auroguttatus	0	20302.7801982691	1	0.994031188808031	20307.9226539793	1	0.993695929122213
Q. arbutifolia	A. biguttatus	0	1864.21158352677	1	0.554070388325588	1875.48979637233	1	0.540599486082968
Q. arbutifolia	A. bilineatus	0	1817.65505447792	1	0.549410824841835	1828.38705040297	1	0.535761644833563
Q. arbutifolia	A. chiricahuae	0	20971.271770509	1	1	20992.2651373145	1	1
Q. arbutifolia	A. coxalis	0	19187.5297815932	1	0.983621726758514	19192.2851053726	1	0.982948637643315
Q. arbutifolia	A. crinicornis	0	1251.42256420727	1	0.480641788087067	1265.37504307666	1	0.46575673180144
Q. arbutifolia	A. cyaneoniger	0	318.505168569596	0.999999998456338	0.228560187528938	328.006754566817	0.999999999548157	0.2089999465596
Q. arbutifolia	A. defectus	0	16511.5648548548	1	0.955947894341166	16519.0320649789	1	0.954418300337726
Q. arbutifolia	A. geminatus	0	10399.3613079539	1	0.870767562768451	10418.4884993459	1	0.866745527820573
Q. arbutifolia	A. graminis	0	1815.22464232912	1	0.549164312762981	1826.01255397181	1	0.535514475979914
Q. arbutifolia	A. grandiceps	0	5664.86303848341	1	0.758845352485769	5681.0529324394	1	0.751395440873124
Q. arbutifolia	A. hastulifer	0	1864.21158352677	1	0.554070388325588	1875.48979637233	1	0.540599486082968
Q. arbutifolia	A. hemiphanes	0	5911.46719247961	1	0.766696277305304	5926.7968066522	1	0.759450158069759
Q. arbutifolia	A. laticornis	0	1852.59718000482	1	0.552918957436575	1863.86498354826	1	0.539416909071774
Q. arbutifolia	A. niveoguttatus	0	2786.64148575417	1	0.628134668052574	2795.91095026673	1	0.616544500876176
Q. arbutifolia	A. obscuricollis	0	1864.21158352677	1	0.554070388325588	1875.48979637233	1	0.540599486082968
Q. arbutifolia	A. obsoletoguttatus	0	1251.05776031221	1	0.480588074120161	1265.00982916897	1	0.465701829775966
Q. arbutifolia	A. osburni	0	11053.7601236989	1	0.882011433744371	11063.4218473307	1	0.878169848472816
Q. arbutifolia	A. parkeri	0	20576.6510124173	1	0.996499946226199	20583.0211905986	1	0.996255266486885
Q. arbutifolia	A. quercicola	0	1817.65505447792	1	0.549410824841835	1828.38705040297	1	0.535761644833563
Q. arbutifolia	A. relegatoides	0	7394.08973586374	1	0.807927982579743	7408.08784487379	1	0.801883036970098
Q. arbutifolia	A. relegatus	0	5664.86303848341	1	0.758845352485769	5681.0529324394	1	0.751395440873124
Q. arbutifolia	A. samai	0	7822.42402912922	1	0.81830350223096	7835.95313415492	1	0.812563185567938
Q. arbutifolia	A. sulcicollis	0	1864.21158352677	1	0.554070388325588	1875.48979637233	1	0.540599486082968
Q. arbutifolia	A. ussuricola	0	92.0530420013887	0.816355326071277	0	109.24961979697	0.908103826226105	0
Q. asymmetrica	A. acutipennis	0	17304.767413215	1	0.96465028120592	17382.2067614146	1	0.968752922379757
Q. asymmetrica	A. albocomus	0	20116.2879879868	1	0.991888159881318	20117.8752175621	1	0.992261403110954
Q. asymmetrica	A. angelicus	0	20256.5194169269	1	0.993145020745584	20343.390981765	1	0.994054332680035
Q. asymmetrica	A. angustulus	0	1252.43735920215	1	0.489571574656143	1309.42336112079	1	0.552855112195382
Q. asymmetrica	A. arcuatus	0	2544.97450397241	1	0.617846101233571	2594.21069246314	1	0.662814448795161
Q. asymmetrica	A. asiaticus	0	83.5805374423316	0.752697067839263	0	42.0028311294768	0.297315700808836	0
Q. asymmetrica	A. atricornis	0	10552.030174087	1	0.875153368889107	10579.1365805948	1	0.88888639476587
Q. asymmetrica	A. auroguttatus	0	19827.1361143791	1	0.989268666352288	19836.1348200515	1	0.989993015763399
Q. asymmetrica	A. biguttatus	0	1795.05467084444	1	0.554690458447462	1850.03241013921	1	0.608440369770509
Q. asymmetrica	A. bilineatus	0	2544.97450397241	1	0.617846101233571	2594.21069246314	1	0.662814448795161
Q. asymmetrica	A. chiricahuae	0	21038.7327653385	1	1	21109.4893160938	1	1
Q. asymmetrica	A. coxalis	0	18735.7026584233	1	0.97902458038889	18743.9606060006	1	0.98088411714117
Q. asymmetrica	A. crinicornis	0	1369.17541740576	1	0.50569395777563	1436.37943913698	1	0.567737947842404
Q. asymmetrica	A. cyaneoniger	0	676.184809470995	1	0.378064588237062	740.806416536829	1	0.461249756497275
Q. asymmetrica	A. defectus	0	16588.172713082	1	0.956998585185232	16668.0914488539	1	0.962005591579951
Q. asymmetrica	A. geminatus	0	10511.1750608393	1	0.874451510364505	10579.1365805948	1	0.88888639476587
Q. asymmetrica	A. graminis	0	1836.20337170848	1	0.55879084579501	1890.62505734911	1	0.611931103341694
Q. asymmetrica	A. grandiceps	0	5754.57571316157	1	0.765455154389454	5814.55838290434	1	0.792621985263128
Q. asymmetrica	A. hastulifer	0	1795.05467084444	1	0.554690458447462	1850.03241013921	1	0.608440369770509
Q. asymmetrica	A. hemiphanes	0	5951.38490694883	1	0.771539348011374	6007.45031451028	1	0.797870995579323
Q. asymmetrica	A. laticornis	0	1788.51825841096	1	0.554030478647379	1843.58849879208	1	0.607879195687961
Q. asymmetrica	A. niveoguttatus	0	2544.7259867293	1	0.617828433597912	2582.85186246672	1	0.662108687967786
Q. asymmetrica	A. obscuricollis	0	1795.05467084444	1	0.554690458447462	1850.03241013921	1	0.608440369770509
Q. asymmetrica	A. obsoletoguttatus	0	1369.08194466535	1	0.505681606546138	1436.28643470698	1	0.567727533982566
Q. asymmetrica	A. osburni	0	10824.5225103039	1	0.879766197119983	10856.0865692271	1	0.893042790601757
Q. asymmetrica	A. parkeri	0	20368.002555076	1	0.994138024916326	20434.4949851821	1	0.994773011407681
Q. asymmetrica	A. quercicola	0	2544.97450397241	1	0.617846101233571	2594.21069246314	1	0.662814448795161
Q. asymmetrica	A. relegatoides	0	7279.88194053593	1	0.807993717357141	7327.65376437111	1	0.829822131573246
Q. asymmetrica	A. relegatus	0	5754.57571316157	1	0.765455154389454	5814.55838290434	1	0.792621985263128
Q. asymmetrica	A. samai	0	7676.90861541815	1	0.817601179911475	7722.17788853318	1	0.838256626932385
Q. asymmetrica	A. sulcicollis	0	1795.05467084444	1	0.554690458447462	1850.03241013921	1	0.608440369770509
Q. asymmetrica	A. ussuricola	0	106.061464902893	0.894580417453353	0.0430522259695636	42.0028311294768	0.297315700808836	0
Q. annulata	A. acutipennis	0	14941.5325655039	1	0.936462746489355	14535.8110945553	1	0.94739384708623
Q. annulata	A. albocomus	0	18459.3739801512	1	0.995426272528135	18057.9496648363	1	0.997146743243187
Q. annulata	A. angelicus	0	17787.4868243852	1	0.98508610074384	17380.29179179	1	0.988375951068347
Q. annulata	A. angustulus	0	651.480792941809	1	0.0628553827818506	776.079130764979	1	0.275521506016808
Q. annulata	A. arcuatus	0	1779.68563088439	1	0.34309163965024	1559.12773128933	1	0.435478486211232
Q. annulata	A. asiaticus	0	887.240892861187	1	0.148982695664721	1128.50651759953	1	0.361364409428359
Q. annulata	A. atricornis	0	8805.3967741624	1	0.788995483860244	8439.17798359081	1	0.822713019941712
Q. annulata	A. auroguttatus	0	18137.2727452795	1	0.990517030987148	17721.2047108756	1	0.992830246432189
Q. annulata	A. biguttatus	0	997.920750619304	1	0.181764136038046	1167.1088852371	1	0.369076425278467
Q. annulata	A. bilineatus	0	1779.68563088439	1	0.34309163965024	1559.12773128933	1	0.435478486211232
Q. annulata	A. chiricahuae	0	18764.606804156	1	1	18284.0475124022	1	1
Q. annulata	A. coxalis	0	17144.0098459896	1	0.974810270345075	16751.0023611963	1	0.979919378933286
Q. annulata	A. crinicornis	0	520.09164803119	1	4.94363586493243e-05	306.898148325218	0.999999993407246	0.0628284006165845
Q. annulata	A. cyaneoniger	0	842.388129799513	1	0.13451704936762	1017.93977052045	1	0.337721629398072
Q. annulata	A. defectus	0	14575.6893814254	1	0.92954932161925	14181.4931893183	1	0.941735123929298
Q. annulata	A. geminatus	0	8431.80863268076	1	0.776905000516841	8035.90552845152	1	0.811485019435673
Q. annulata	A. graminis	0	982.065894534338	1	0.177298123671463	1115.69783342688	1	0.358747081533454
Q. annulata	A. grandiceps	0	3926.41623647639	1	0.563761738478243	3598.25767969277	1	0.627246113493631
Q. annulata	A. hastulifer	0	997.920750619304	1	0.181764136038046	1167.1088852371	1	0.369076425278467
Q. annulata	A. hemiphanes	0	4113.9515274494	1	0.576773303103872	3768.09986643983	1	0.63782178520873
Q. annulata	A. laticornis	0	992.37394325028	1	0.18020982601638	1159.33776368285	1	0.367544615317377
Q. annulata	A. niveoguttatus	0	684.558808178506	1	0.0766655297871227	233.322684345408	0.999981316971369	0
Q. annulata	A. obscuricollis	0	997.920750619304	1	0.181764136038046	1167.1088852371	1	0.369076425278467
Q. annulata	A. obsoletoguttatus	0	519.999444641016	1	0	306.898148325218	0.999999993407246	0.0628284006165845
Q. annulata	A. osburni	0	9047.98292864927	1	0.796574658174085	8670.27803238995	1	0.828907932423669
Q. annulata	A. parkeri	0	18468.0421309512	1	0.995557199660898	18064.9214189458	1	0.997235256313275
Q. annulata	A. quercicola	0	1779.68563088439	1	0.34309163965024	1559.12773128933	1	0.435478486211232
Q. annulata	A. relegatoides	0	5267.69363226983	1	0.645714484262966	4866.69581447333	1	0.696487680364616
Q. annulata	A. relegatus	0	3926.41623647639	1	0.563761738478243	3598.25767969277	1	0.627246113493631
Q. annulata	A. samai	0	5660.63558780566	1	0.66577806322626	5251.39746339883	1	0.713932889666699
Q. annulata	A. sulcicollis	0	997.920750619304	1	0.181764136038046	1167.1088852371	1	0.369076425278467
Q. annulata	A. ussuricola	0	912.143778029771	1	0.156701669487528	1128.50651759953	1	0.361364409428359
Q. austrocochinchinensis	A. acutipennis	0	16582.3089682268	1	0.976222398799667	16582.3089682268	1	0.976222398799667
Q. austrocochinchinensis	A. albocomus	0	19445.7482192831	1	0.995090824579204	19445.7482192831	1	0.995090824579204
Q. austrocochinchinensis	A. angelicus	0	19534.2925209659	1	0.995628959094967	19534.2925209659	1	0.995628959094967
Q. austrocochinchinensis	A. angustulus	0	832.152359501136	1	0.621817204017094	832.152359501136	1	0.621817204017094
Q. austrocochinchinensis	A. arcuatus	0	3041.94257767241	1	0.775349185017427	3041.94257767241	1	0.775349185017427
Q. austrocochinchinensis	A. asiaticus	0	4.26940212898556	0.00363892192554161	0	4.26940212898556	0.00363892192554161	0
Q. austrocochinchinensis	A. atricornis	0	9942.56245627897	1	0.915633076841055	9942.56245627897	1	0.915633076841055
Q. austrocochinchinensis	A. auroguttatus	0	19058.8781225251	1	0.992710486694424	19058.8781225251	1	0.992710486694424
Q. austrocochinchinensis	A. biguttatus	0	1347.58090457732	1	0.678911851994699	1347.58090457732	1	0.678911851994699
Q. austrocochinchinensis	A. bilineatus	0	3041.94257767241	1	0.775349185017427	3041.94257767241	1	0.775349185017427
Q. austrocochinchinensis	A. chiricahuae	0	20268.6007859612	1	1	20268.6007859612	1	1
Q. austrocochinchinensis	A. coxalis	0	18010.0187999738	1	0.986005542374392	18010.0187999738	1	0.986005542374392
Q. austrocochinchinensis	A. crinicornis	0	1273.33499740344	1	0.672199472703039	1273.33499740344	1	0.672199472703039
Q. austrocochinchinensis	A. cyaneoniger	0	631.032043301783	1	0.589050818167278	631.032043301783	1	0.589050818167278
Q. austrocochinchinensis	A. defectus	0	15882.0803732133	1	0.971111805857379	15882.0803732133	1	0.971111805857379
Q. austrocochinchinensis	A. geminatus	0	9855.62322292487	1	0.914592766731808	9855.62322292487	1	0.914592766731808
Q. austrocochinchinensis	A. graminis	0	1356.17883655502	1	0.679665154217119	1356.17883655502	1	0.679665154217119
Q. austrocochinchinensis	A. grandiceps	0	5188.19988668268	1	0.838588203109045	5188.19988668268	1	0.838588203109045
Q. austrocochinchinensis	A. hastulifer	0	1347.58090457732	1	0.678911851994699	1347.58090457732	1	0.678911851994699
Q. austrocochinchinensis	A. hemiphanes	0	5353.35996680351	1	0.842300147878278	5353.35996680351	1	0.842300147878278
Q. austrocochinchinensis	A. laticornis	0	1346.22795988761	1	0.678792877173778	1346.22795988761	1	0.678792877173778
Q. austrocochinchinensis	A. niveoguttatus	0	1851.59119281041	1	0.716545863418821	1851.59119281041	1	0.716545863418821
Q. austrocochinchinensis	A. obscuricollis	0	1347.58090457732	1	0.678911851994699	1347.58090457732	1	0.678911851994699
Q. austrocochinchinensis	A. obsoletoguttatus	0	1273.30490518952	1	0.672196673550949	1273.30490518952	1	0.672196673550949
Q. austrocochinchinensis	A. osburni	0	10154.8766912879	1	0.918135865780243	10154.8766912879	1	0.918135865780243
Q. austrocochinchinensis	A. parkeri	0	19631.157149745	1	0.996214874302432	19631.157149745	1	0.996214874302432
Q. austrocochinchinensis	A. quercicola	0	3041.94257767241	1	0.775349185017427	3041.94257767241	1	0.775349185017427
Q. austrocochinchinensis	A. relegatoides	0	6555.06168784509	1	0.866287916680119	6555.06168784509	1	0.866287916680119
Q. austrocochinchinensis	A. relegatus	0	5188.19988668268	1	0.838588203109045	5188.19988668268	1	0.838588203109045
Q. austrocochinchinensis	A. samai	0	6941.59576072895	1	0.873074448644416	6941.59576072895	1	0.873074448644416
Q. austrocochinchinensis	A. sulcicollis	0	1347.58090457732	1	0.678911851994699	1347.58090457732	1	0.678911851994699
Q. austrocochinchinensis	A. ussuricola	0	4.26940212898556	0.00363892192554161	0	4.26940212898556	0.00363892192554161	0
Q. acrodonta	A. acutipennis	0	15844.1191273077	1	0.967373484179998	15689.303837629	1	0.979295604144974
Q. acrodonta	A. albocomus	0	19960.2806881888	1	0.998743008238357	20034.6114374879	1	0.999308345239366
Q. acrodonta	A. angelicus	0	18811.9921200765	1	0.990695070366012	18734.0136580568	1	0.993814008958279
Q. acrodonta	A. angustulus	0	249.18338605482	0.999995956791416	0.403405793089146	150.193305401924	0.989019186951521	0.598806521450369
Q. acrodonta	A. arcuatus	0	1785.00323070507	1	0.670809005475308	1683.58663694852	1	0.796588256876311
Q. acrodonta	A. asiaticus	0	12.6903200919557	0.0316956643714698	0	0	0	0
Q. acrodonta	A. atricornis	0	10019.6330681843	1	0.905128999683683	10039.5952899404	1	0.942750954113871
Q. acrodonta	A. auroguttatus	0	19715.1713354092	1	0.997064701313865	19797.7663421049	1	0.998334874355257
Q. acrodonta	A. biguttatus	0	1146.77889314423	1	0.610712864503541	1176.66578814998	1	0.767265361732529
Q. acrodonta	A. bilineatus	0	1785.00323070507	1	0.670809005475308	1683.58663694852	1	0.796588256876311
Q. acrodonta	A. chiricahuae	0	20145.8525990652	1	1	20204.6105503573	1	1
Q. acrodonta	A. coxalis	0	18638.5666793322	1	0.98943705675346	18718.9000483868	1	0.993747943848393
Q. acrodonta	A. crinicornis	0	516.711744377697	1	0.502438854082657	580.898792951568	1	0.709491817263974
Q. acrodonta	A. cyaneoniger	0	69.7961706170815	0.622543929485207	0.230685420322346	69.1582558882779	0.615792639754016	0.535387222734715
Q. acrodonta	A. defectus	0	15864.4787838058	1	0.967547914018513	15900.4797651143	1	0.980390047640729
Q. acrodonta	A. geminatus	0	9508.95842124603	1	0.898023444753948	9522.75171832513	1	0.938424554161389
Q. acrodonta	A. graminis	0	1131.77784729955	1	0.608924484124741	1193.10625456015	1	0.768401077729918
Q. acrodonta	A. grandiceps	0	4833.05363018819	1	0.806100157092832	4821.18860473093	1	0.882707556382876
Q. acrodonta	A. hastulifer	0	1146.77889314423	1	0.610712864503541	1176.66578814998	1	0.767265361732529
Q. acrodonta	A. hemiphanes	0	5128.9101921518	1	0.814170375811853	5153.96458688662	1	0.888171129269584
Q. acrodonta	A. laticornis	0	1139.30569298515	1	0.609824874813517	1168.57700065845	1	0.766700747047968
Q. acrodonta	A. niveoguttatus	0	2143.85303432773	1	0.695689927609344	2221.17204144668	1	0.819270673175856
Q. acrodonta	A. obscuricollis	0	1146.77889314423	1	0.610712864503541	1176.66578814998	1	0.767265361732529
Q. acrodonta	A. obsoletoguttatus	0	516.53702060177	1	0.502392924435311	580.675912556687	1	0.709460409152575
Q. acrodonta	A. osburni	0	10308.7358439085	1	0.908992712043897	10326.9380459995	1	0.945060888047929
Q. acrodonta	A. parkeri	0	19946.9348684536	1	0.998652158910616	20008.8161628202	1	0.999202882592173
Q. acrodonta	A. quercicola	0	1785.00323070507	1	0.670809005475308	1683.58663694852	1	0.796588256876311
Q. acrodonta	A. relegatoides	0	6497.95654070014	1	0.846306777876965	6503.84654285834	1	0.907213256970241
Q. acrodonta	A. relegatus	0	4833.05363018819	1	0.806100157092832	4821.18860473093	1	0.882707556382876
Q. acrodonta	A. samai	0	6899.60050938019	1	0.854453245844388	6885.19195557979	1	0.911877401377425
Q. acrodonta	A. sulcicollis	0	1146.77889314423	1	0.610712864503541	1176.66578814998	1	0.767265361732529
Q. acrodonta	A. ussuricola	0	32.0651014101866	0.185869124905609	0.125262787564235	0	0	0
Q. chrysocalyx	A. acutipennis	0	17064.0796497491	1	0.952186110664411	16944.1317332418	1	0.953772561767908
Q. chrysocalyx	A. albocomus	0	19817.3366001232	1	0.988813913697706	19752.9630741903	1	0.989565637470697
Q. chrysocalyx	A. angelicus	0	20042.5211570056	1	0.991580668484672	19895.5726305129	1	0.99124435763235
Q. chrysocalyx	A. angustulus	0	1184.79672909203	1	0.299038331907309	988.633010782653	1	0.290735375508604
Q. chrysocalyx	A. arcuatus	0	2953.6757994313	1	0.522709501725493	2908.68552619692	1	0.542546782309251
Q. chrysocalyx	A. asiaticus	0	349.293120902594	0.999999999974723	0	284.350736788657	0.999999905159405	0
Q. chrysocalyx	A. atricornis	0	10320.9159109249	1	0.829065701559335	10229.0278024987	1	0.835998335937047
Q. chrysocalyx	A. auroguttatus	0	19381.4070586111	1	0.983367317082222	19450.5537647753	1	0.985965379048869
Q. chrysocalyx	A. biguttatus	0	1695.27161346037	1	0.38676207027772	1537.74161692534	1	0.393813189212937
Q. chrysocalyx	A. bilineatus	0	2953.6757994313	1	0.522709501725493	2908.68552619692	1	0.542546782309251
Q. chrysocalyx	A. chiricahuae	0	20743.6281404892	1	1	20656.2356254694	1	1
Q. chrysocalyx	A. coxalis	0	18322.7185506733	1	0.969612444707008	18379.8984412613	1	0.972753061851066
Q. chrysocalyx	A. crinicornis	0	1447.27466711873	1	0.348035747184418	1250.46787034225	1	0.345558426862157
Q. chrysocalyx	A. cyaneoniger	0	833.271301053157	1	0.21286087743611	697.823894247101	1	0.209452618794684
Q. chrysocalyx	A. defectus	0	16366.317635939	1	0.941962798220461	16235.1081063627	1	0.94379751533681
Q. chrysocalyx	A. geminatus	0	10290.1580468084	1	0.828334870441895	10182.6458030354	1	0.834937802192294
Q. chrysocalyx	A. graminis	0	1714.41647316013	1	0.389511749271799	1561.58406845232	1	0.397403411867482
Q. chrysocalyx	A. grandiceps	0	5573.130419842	1	0.678175081428457	5467.96366016943	1	0.68984127655846
Q. chrysocalyx	A. hastulifer	0	1695.27161346037	1	0.38676207027772	1537.74161692534	1	0.393813189212937
Q. chrysocalyx	A. hemiphanes	0	5737.86396240467	1	0.685308039153439	5650.28147881204	1	0.697495147530115
Q. chrysocalyx	A. laticornis	0	1692.2465860498	1	0.386324762176858	1533.97035168449	1	0.393240214205881
Q. chrysocalyx	A. niveoguttatus	0	2231.33161414799	1	0.454037965129007	2190.74656843163	1	0.476401333771026
Q. chrysocalyx	A. obscuricollis	0	1695.27161346037	1	0.38676207027772	1537.74161692534	1	0.393813189212937
Q. chrysocalyx	A. obsoletoguttatus	0	1447.15188470699	1	0.348014973717224	1250.2485673535	1	0.345517500558832
Q. chrysocalyx	A. osburni	0	10516.0838659526	1	0.833652896815565	10492.3224228594	1	0.841928958219943
Q. chrysocalyx	A. parkeri	0	20079.012206763	1	0.992026090993234	19983.2210672922	1	0.992270146145319
Q. chrysocalyx	A. quercicola	0	2953.6757994313	1	0.522709501725493	2908.68552619692	1	0.542546782309251
Q. chrysocalyx	A. relegatoides	0	6951.81671672973	1	0.732301746003066	6922.29314679579	1	0.744876287339952
Q. chrysocalyx	A. relegatus	0	5573.130419842	1	0.678175081428457	5467.96366016943	1	0.68984127655846
Q. chrysocalyx	A. samai	0	7338.44247236195	1	0.745554799894287	7311.05732571801	1	0.757627109118067
Q. chrysocalyx	A. sulcicollis	0	1695.27161346037	1	0.38676207027772	1537.74161692534	1	0.393813189212937
Q. chrysocalyx	A. ussuricola	0	349.293120902594	0.999999999974723	0	284.350736788657	0.999999905159405	0
Q. bella	A. acutipennis	0	16940.6308582407	1	0.96204672726279	16887.9385546633	1	0.962551391952567
Q. bella	A. albocomus	0	20226.9581497066	1	0.995363807355454	20245.3731601849	1	0.99601062168599
Q. bella	A. angelicus	0	19824.7725431205	1	0.991589781180599	19765.1596571407	1	0.99158101197712
Q. bella	A. angustulus	0	1023.44682027286	1	0.434678348902373	1007.24617155738	1	0.442320752407862
Q. bella	A. arcuatus	0	2094.87973134313	1	0.569274925225116	1973.10408732463	1	0.566384608254609
Q. bella	A. asiaticus	0	101.175248793365	0.870915260338247	0	91.5526081673683	0.812949381660601	0
Q. bella	A. atricornis	0	10492.8310024044	1	0.872032735344432	10485.9354652588	1	0.874613629718635
Q. bella	A. auroguttatus	0	19963.4258905406	1	0.992899454260369	19984.3226065077	1	0.993615825528453
Q. bella	A. biguttatus	0	1616.52204658886	1	0.520566877136507	1583.45143448775	1	0.525791069415462
Q. bella	A. bilineatus	0	2094.87973134313	1	0.569274925225116	1973.10408732463	1	0.566384608254609
Q. bella	A. chiricahuae	0	20732.2071003923	1	1	20687.8387555894	1	1
Q. bella	A. coxalis	0	18866.4484288944	1	0.982279263877353	18886.5125926363	1	0.98319017085678
Q. bella	A. crinicornis	0	1079.34443476709	1	0.444670186279249	1003.45056160105	1	0.441624159465548
Q. bella	A. cyaneoniger	0	266.833162807386	0.999999345888071	0.182117235569451	194.255135802874	0.999472315271209	0.138704547151191
Q. bella	A. defectus	0	16265.5350194815	1	0.954405006404493	16240.4634857403	1	0.95533762691599
Q. bella	A. geminatus	0	10201.94119728	1	0.866749748861991	10157.188826117	1	0.86873596038596
Q. bella	A. graminis	0	1632.54046632861	1	0.522419664712377	1640.27519146676	1	0.532296507083574
Q. bella	A. grandiceps	0	5486.96005361456	1	0.750206892644678	5448.01644034491	1	0.753790942472756
Q. bella	A. hastulifer	0	1616.52204658886	1	0.520566877136507	1583.45143448775	1	0.525791069415462
Q. bella	A. hemiphanes	0	5717.30205875621	1	0.757934242341659	5683.83983410215	1	0.761610158578147
Q. bella	A. laticornis	0	1607.76949327021	1	0.519546732308899	1574.35843660991	1	0.524728440688483
Q. bella	A. niveoguttatus	0	2490.45568674545	1	0.601776760176352	2485.97523801137	1	0.609018632077291
Q. bella	A. obscuricollis	0	1616.52204658886	1	0.520566877136507	1583.45143448775	1	0.525791069415462
Q. bella	A. obsoletoguttatus	0	1079.13868060497	1	0.444634364514462	1003.37093575348	1	0.441609517857061
Q. bella	A. osburni	0	10784.1015192404	1	0.877177882505091	10779.0025986189	1	0.879700060665618
Q. bella	A. parkeri	0	20273.9435742124	1	0.995799804610121	20282.4255513867	1	0.996348023916035
Q. bella	A. quercicola	0	2094.87973134313	1	0.569274925225116	1973.10408732463	1	0.566384608254609
Q. bella	A. relegatoides	0	7133.57181114431	1	0.799521602838644	7113.0867972335	1	0.803000320113323
Q. bella	A. relegatus	0	5486.96005361456	1	0.750206892644678	5448.01644034491	1	0.753790942472756
Q. bella	A. samai	0	7551.6011479892	1	0.810222652169272	7534.29592509992	1	0.813615767745161
Q. bella	A. sulcicollis	0	1616.52204658886	1	0.520566877136507	1583.45143448775	1	0.525791069415462
Q. bella	A. ussuricola	0	116.103896287806	0.932526675151602	0.0258388759897827	91.5526081673683	0.812949381660601	0
Q. boyntonii	A. acutipennis	0	194.081071606134	0.999465133016609	0.576136538613699	194.081071606134	0.999465133016609	0.576136538613699
Q. boyntonii	A. albocomus	0	1084.6594778961	1	0.740727167007902	1084.6594778961	1	0.740727167007902
Q. boyntonii	A. angelicus	0	1923.02629411527	1	0.795509676598268	1923.02629411527	1	0.795509676598268
Q. boyntonii	A. angustulus	0	16.6875035831942	0.0541720099546668	0.34191092694966	16.6875035831942	0.0541720099546668	0.34191092694966
Q. boyntonii	A. arcuatus	0	9.54386635596906	0.0180521490769358	0.288877456636895	9.54386635596906	0.0180521490769358	0.288877456636895
Q. boyntonii	A. asiaticus	0	32.9046578805742	0.194702336870015	0.406588077831932	32.9046578805742	0.194702336870015	0.406588077831932
Q. boyntonii	A. atricornis	0	0.370922219206526	2.75162799603734e-05	0	0.370922219206526	2.75162799603734e-05	0
Q. boyntonii	A. auroguttatus	0	1127.03197554566	1	0.744393219021746	1127.03197554566	1	0.744393219021746
Q. boyntonii	A. biguttatus	0	299.27365965016	0.999999983384746	0.617554072650586	299.27365965016	0.999999983384746	0.617554072650586
Q. boyntonii	A. bilineatus	0	9.54386635596906	0.0180521490769358	0.288877456636895	9.54386635596906	0.0180521490769358	0.288877456636895
Q. boyntonii	A. chiricahuae	0	1568.93807618633	1	0.776040973252253	1568.93807618633	1	0.776040973252253
Q. boyntonii	A. coxalis	0	1683.02849704391	1	0.782756497051898	1683.02849704391	1	0.782756497051898
Q. boyntonii	A. crinicornis	0	3.7399725607029	0.00279356965296412	0.200775130123146	3.7399725607029	0.00279356965296412	0.200775130123146
Q. boyntonii	A. cyaneoniger	0	16302.2843886198	1	1	16302.2843886198	1	1
Q. boyntonii	A. defectus	0	0.370922219206526	2.75162799603734e-05	0	0.370922219206526	2.75162799603734e-05	0
Q. boyntonii	A. geminatus	0	15.1175421463741	0.0446791402267353	0.332517058547266	15.1175421463741	0.0446791402267353	0.332517058547266
Q. boyntonii	A. graminis	0	16.6875035831942	0.0541720099546668	0.34191092694966	16.6875035831942	0.0541720099546668	0.34191092694966
Q. boyntonii	A. grandiceps	0	4529.36039437	1	0.87746911993065	4529.36039437	1	0.87746911993065
Q. boyntonii	A. hastulifer	0	299.27365965016	0.999999983384746	0.617554072650586	299.27365965016	0.999999983384746	0.617554072650586
Q. boyntonii	A. hemiphanes	0	37.2696067382501	0.242555277065294	0.418471687441725	37.2696067382501	0.242555277065294	0.418471687441725
Q. boyntonii	A. laticornis	0	299.27365965016	0.999999983384746	0.617554072650586	299.27365965016	0.999999983384746	0.617554072650586
Q. boyntonii	A. niveoguttatus	0	15969.529767341	1	0.998026947458813	15969.529767341	1	0.998026947458813
Q. boyntonii	A. obscuricollis	0	299.27365965016	0.999999983384746	0.617554072650586	299.27365965016	0.999999983384746	0.617554072650586
Q. boyntonii	A. obsoletoguttatus	0	0.370922219206526	2.75162799603734e-05	0	0.370922219206526	2.75162799603734e-05	0
Q. boyntonii	A. osburni	0	1.58046762461863	0.000499450815389819	0.121710556907752	1.58046762461863	0.000499450815389819	0.121710556907752
Q. boyntonii	A. parkeri	0	1083.30014320259	1	0.740607200382973	1083.30014320259	1	0.740607200382973
